id,text,Majority_Label,label
323,مسكين مصدق روحك واهل لبنان ردو وايران وروسيا ايش دورهم سوريا وانت اكبر داااعم للارهاب يالمنافق,1.0,religion_off
324,الله ياخذك بتقتلو القتيل بتترحمو انتم مقرفين,1.0,Verbal abuse
326,طز فيك اي عرب انتو يلي دمرتو الامه العربيه وقفتو اسراءيل قدميها وجعلتوها اكثر امن وامان عربان قال عرب قحاح قال,1.0,Verbal abuse
328,والله العظيم فعلا اكبر اكذوبه واغبي,1.0,not offensive
330,جبران منافق داعي تعملولو تجميل تضلو تدافعو عنو لان بالاخر رح تاكلو الخازوق,1.0,Verbal abuse
332,يعني عنجد ريت بتعطي وصف لحالك والله قرفت العالم منك,1.0,not offensive
334,كلكم خروات حكام العرب ومخابراتهم وبيجوا اولاد الكلب بقولولك يعني شو البديل يجو الاخوان والقاعده يجو ويدبحوكن بسكينه مصديه قليل عليكون,1.0,Verbal abuse
335,حيوان مقمل وهابي قذر نجس يلا ولاك خيمتك,1.0,Verbal abuse
337,مستوي فهمك دليل انك حمار,1.0,Verbal abuse
339,بعدك عم تعوي كلب معراب يلا كوش ولاك مش عم نلحقلكن عضام العمي,1.0,Verbal abuse
341,استبعد اي جبران باسيل انسان اخلاق,1.0,not offensive
343,اخر صرعات العهر الشرمطه النصب قله الاخلاق جبران باسيل,1.0,Verbal abuse
345,العاهر الكبير عون,1.0,Verbal abuse
347,بدنا نضل ونغير لبقر لمتلك خروف خروف,1.0,Verbal abuse
349,عندما تنهق تضحك الحمير,1.0,not offensive
351,انت كول هوا حرين انتوا اعداء الله والانسانيه الارض,1.0,not offensive
353,ملعون وابوه وابو عيلتو وابو اسراءيل ابو الي بدو يروح اسراءيل لعمي اوقح السوريين المعارضين وانذل واخون انا ماشفت ولاعيني رات,1.0,Verbal abuse
355,عاهاتك ياوطن,1.0,not offensive
357,حط صرمايه بتمك وتم يلي خلفك فهمت ولاك كلب,1.0,Verbal abuse
359,والله ساقطه,1.0,Verbal abuse
361,كول هوا ابن الكلب,1.0,Verbal abuse
363,جبران باسيل فشل فشل بقياده عاءله الفشل العونيه المنصب الصحيح مساح احذيه شارع الحمرا,1.0,not offensive
365,لاعق احذيه قطيش مش بايدك,1.0,Verbal abuse
368,انتو العونيه ضيعان الحكي معكون ارطيط كلاب الله لبنان فيكون,1.0,Verbal abuse
392,الشيطان الاصغر بلط البحر عيب الشوم ولك اكلت لشبعت المختاره عندك كرش وانتلت جيبتك صرت بدك تعطي,1.0,Verbal abuse
442,ههههههه خراس خريها ههههههههه كلب اسود,1.0,Verbal abuse
444,كلهم حزب الشيطان الله لايكثرهم,1.0,Verbal abuse
448,صدق كذوب انت اكبر ارهابي منافق,1.0,religion_off
461,الكلاب كلاب ايران وحزب الشيطان,1.0,Verbal abuse
542,جبران باسيل حليف حزب الزباله حلفاء شياطين ايران لبنان المزبله ومصدر المخدرات ومصدر الارهاب,1.0,religion_off
557,بتطلع خنزير رافضي مجوسي عباد القبور لعنه الله وع معلمينك الخميني وخامنءي ونصرالشيطان والسكستاني اتفوووووووو,1.0,Verbal abuse
576,قطر دويله الارهاب والشر العالم,1.0,religion_off
612,اجواء اوروبيه بواقع صومالي زنجي حقير,1.0,Racism
614,اهبل مين واطي ابن الهبله انت اتعلم ثقافه الحوار الاول بدل ماجي اعلمها ليك اربيك واطي طويل اللسان فارغ المخ,1.0,Verbal abuse
620,بهيم قطعنا علاقتنا ذيلكم قطر بسبب استضافتها دعمها للارهاب,1.0,religion_off
672,وءام وهاب لامير قطر سهلا بامير دعم الارهاب وراعي الاخوان المنافقين بيروت سد نيعك صرمايه,1.0,religion_off
677,قطر مجرمه المجرم الاكبر عندكم والمدعو حسن نصر الشيطان ومعه ملالي ايران والعثماني اردوغان اتحدو,1.0,Verbal abuse
696,شيطان وهاب,1.0,Verbal abuse
739,استاذ وءام اتحدث معك السويداء ونحن نقف معك ونشد ازرك يبدو ان الشيطان الاكبر يقبع بالمختاره,1.0,Verbal abuse
785,صح قتلت مليون سوري ارهابي قذر,1.0,religion_off
796,كول هوا هوا وع داعش,1.0,religion_off
821,جبران باسيل يمثلني يمثل نفسه والعيله وحزب اللات الارهابي,1.0,religion_off
837,بياخد الاوامر معلمه حسن نصر الشيطان,1.0,not offensive
857,ليش بتنطرب وبتسكر لمن بتجيب سيره الحذاء زلمي بفش خلقو ذوقو مفهومو ثقافتو وعقلو,1.0,not offensive
896,وهاب وطني يزيد انه احد احذيه نصر الشيطان لبنان تجعل وطني لانه هاجم,1.0,not offensive
900,والله سيد نديم احيون منك لحيسه صرامي السعوديين هوديك الخنازير جماعه حزب الشيطان وابو جهل تبعهم الله يلعنكم انتو التنين خربتو البلد وشردتو العالم ولاد ال كلب,1.0,Verbal abuse
949,وليد جنبلاط يتحدث الشيطان الاكبر والشيطان الاصغرالظاهر نسي يذكر انو ابو الشياطين كلها,1.0,Verbal abuse
966,كلاب لبنان احقر اليهود لاشرف ولامرءه ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجءه هاءمه عرسال ورديتم الجميل بالرصاص عبيد المجوس والترك,1.0,Racism
980,كول هوا ماخدا ارهابي غيركن,1.0,religion_off
1007,ومبعوصه انه الديمقراطيه مترجمه ال وبدها الملسمين يقولوا شوري طيب قلبي الشوري داعش والسعوديه احنا بدنا ديمقراطيه كندره,1.0,religion_off
1040,وءام وهاب اكابر عبيد ولي السفيه الفارسي الارهابي لبنان علي النعيمي وءام,1.0,religion_off
1042,دويله قطر راس الافعي وام الارهاب وراعيه الخراب الدول العربيه والممول الرءيسي لعمليات الارهاب,1.0,religion_off
1078,عيني هول لعونيه وتيارهم ماحزرتي شعبيتكم اد مجموعه نمل اسود متل قلبك,1.0,Verbal abuse
1133,بتضل حيوان وبدك مليون سنه لتوصل لمستوي صباط السيد نصرالله وتفهم شو عم يقول لانو قلبك مليان حقد ولونو اسود اكتر سواد الصباط,1.0,Verbal abuse
1141,وقت تشوفوا تسمعوا جبران باسيل متل الشيطان يسمع كلام الانجيل,1.0,Verbal abuse
1197,مقاس صرمايتي والصرمايه يلي راسك متطابقتان تماما عبد المجوس تضرب انته وكلب الفرس المجوسي نصرالشيطان ابن المتعه,1.0,Verbal abuse
1251,هههه انت اميد غبي تعرف شيء الاخونجيه منضمه ارهابيه بالمملكه العربيه السعوديه,1.0,religion_off
1256,زنجي حقير يحسب نظام العصابات ينطبق شيء,1.0,Racism
1294,نصاااب كلب لبناني عميل لحزب الشيطان,1.0,Verbal abuse
1325,كلب اسود مختلف,1.0,Racism
1344,المجرم جبران باسيل وزير خارجيه مايسمي بلبنان اصبح مجوسي وليس عربي يطلب عوده المجرم بشار الاسد ونظامه الارهابي,1.0,religion_off
1366,سد نيعك وطهر لسانك بالرمل الاحمر ماتجيب سيره سعد لبنان هيدا بلدو وانتو لاجءين وارهابين خون بدل تسكت تستحي دمك سد نيعك,1.0,religion_off
1416,فيصل كرامي لعنه الله كلب حزب الشيطان انت مسمي السنه مش اكتر,1.0,Verbal abuse
1436,احييك علي رءيتك الصاءبه تميم وعاءلته ارهابيين ويدعموا الارهاب بكل قوه,1.0,religion_off
1459,اخذوه حزب الشيطان,1.0,Verbal abuse
1527,جبران باسيل حليف حزب الزباله حلفاء شياطين ايران لبنان المزبله ومصدر المخدرات ومصدر الارهاب يجب ان تعزل,1.0,religion_off
1548,فعلت قطر يساوي شييء فعلته السعوديه الارهابيه,1.0,religion_off
1572,اقسم بالله انتي قدامي بالمجان اسويلك شي زنجيه جاتك القرف سودا,1.0,Racism
1592,كذاب بنص عيونك لعنك الله كاذب تكذب وتنافق تدافع اسيادك الاتراك المجرمين تف وعلي الاتراك الارهابين,1.0,religion_off
1595,كفايه تنمر بقي زنجي يابن الوسخه,1.0,Racism
1646,خراس ياششمه فرنجيه خراس واذا مابتعرف شو يعني ششمه بيديه مرحاض تلء راسك حقير زباله اصلا تاريخ عيلتكن اسود متل وجك,1.0,Verbal abuse
1654,حدا اسود وجك الاسود يلعنك ويلعن شكلك كلب سوري جعاري,1.0,Verbal abuse
1655,تري عيني اعهر مسيحي لبناني يقف جنبا الي جنب حسن نصر الشيطان وجماعته,1.0,Verbal abuse
1660,لمن يدافع الارهابي تميم نسيتم فعل الاخواني اللعين,1.0,religion_off
1678,انت الارهابي المرتزق تفووو,1.0,religion_off
1789,حسنا دعني اقولها مره اخري تعال رفاق مجرد قطعه الهراء وهذا يعني انه يجب تعترف بان الاعبين لعبه يعزفون الاتهم بطء عمل الزنجي ينبغي اسمي يعزفون الموسيقي مجرد مجموعه المنبهات وامين الصندوق لكنك تعرف شيء طنان عنهم كلماتهم اغانيهم مجرد شعر سريالي يتم غناءه ضجيج البوب ويبدا الجميع تسميتهم بالعبقريه والحقيقه اغانيهم معني خذ الالبوم الحاءط سبيل المثال تاكد انه يحكي قصه المعني الاخلاقي ومعني القصه تخبرني الغرض اغانيهم جعلك تفكر بالطريقه الوحيده تجعل الموسيقي بطيءه الون الوردي يمكن يجعلك تداعب اعتقد انه كنت رجمت بالحجاره تماما ربما تكون راكبات ومره اخيره بينك فلويد العنه مص يجب تذوق مءخرتي يجب,1.0,Racism
1835,معاد لنصف يحب قول الاكاذيب اليهود يدعم الارهاب الاسلامي معاد لنصف يحب قول الاكاذيب اليهود يدعم الارهاب الاسلامي,1.0,religion_off
1869,وجود الاله مجرد احتمال لاكن الاديان ميزتها خلقت الانسانيه موده الناس الي يدعو بان الاله مالف قلوبهم لاء جيت للاسلام فقتلوهم سضفتموهم النبي حرض المومنين علي القتال الي داعش دلوقتي الاله الي امر القتل هوهو الي قالك قتل بغير فكانه قتل الناس جميعا احياها فكنها احيا الناس جميعا محدش عارف الحقيقه فين,1.0,religion_off
1894,عملاء اردوغان الارهابيين يمنعون الناس المرور منطقه بلده ميدانكي الي قريه كفرجنه الا دفع الاموال كضريبه مرور عندما يسكت الناس وقاحه الاره اب الام ريكي واعداء البلد وتصرفاتهم الظالمه فستزداد وقاحاتهم فاكثر تصل الي الاموال مرور الناس,1.0,religion_off
